project_id,developer_id,district_id,project_name_th,project_name_en,unittype,province_id,lat,lon,project_land_rai,total_unit,starting_price,project_status,created_at,Unit,15H1,15H2,16H1,16H2,17H1,17H2,Bedroom,Bathroom,Price2020
2583,140598,1045,เอเซ่ รัชดา คอนโดมิเนียม,Ease Ratchada Condominium,3,10,13.78369,100.6138,1.125,,3100000,U,2011,39.23,59536,53701,59411,60268,54894,55926,2,1,1950000
3240,11515,1017,เดอะ คริส รัชดา 17,The Kris Ratchada 17,3,10,13.7858,100.5731,7,,1900000,U,2012,26.69,82741,85149,85585,88061,85357,83082,1,1,1950000
3880,7959,1017,อัสสกาญจน์เพลส ลาดพร้าว,Assakarn Place Ladphrao,3,10,13.78953,100.5888,4.835,499,4110000,U,2013,32,60983,59132,58948,59234,58388,59716,1,1,1950000
3939,10724,1034,รีเจนท์ โฮม 12 ลาดพร้าว 41,Regent Home 12 Ladprao 41,3,10,13.74372,100.6434,12.6925,1152,1377628,U,2013,32,54992,54058,51181,49554,48812,49412,1,1,1950000
4779,140678,1038,เจ ดับบลิว บูเลอวาร์ด,J.W. Boulevard,3,10,13.82799,100.6212,0.9975,69,1790000,A,2014,40,,,660531,62665,61460,66061,1,1,1950000
4224,19226,1035,เอลิส คอนโดมิเนียม วงเวียนใหญ่,Aliss Condominium Wongwainyai,3,10,13.71409,100.4676,4.065,979,1990000,U,2013,22,101928,99783,99846,101587,103036,101853,1,1,1976000
3499,20189,1027,รีเจ้นท์ โฮม 7 สุขุมวิท,Regent Home 7 Sukhumvit,3,10,13.77686,100.6621,6.1275,508,799000,A,2012,37,40056,50830,54841,50779,56321,54644,1,1,1980000
2105,14248,1020,โคเรสซิโอ สาทร-พิพัฒน์,Collezio Sathorn-Pipat,3,10,13.78613,100.4696,6.595,1408,1790000,U,2011,27,73215,68357,68711,72806,75723,66456,1,1,1990000
2205,1887,1009,เดอะ พาโน,The Pano,3,10,13.69802,100.6069,1.8275,218,2390000,U,2011,26,79762,79608,79054,78389,73132,74957,1,1,1990000
3107,10085,1030,วายน์ สุขุมวิท,Wyne Sukhumvit,3,10,13.8055,100.5699,0.865,129,2490000,A,2012,25.63,77320,90613,91571,93015,96065,90866,1,1,1990000
3648,20551,1009,อกัสตัน สุขุมวิท 22,Aguston Sukhumvit 22,3,10,13.67692,100.6034,1.5825,180,1400000,A,2013,23.51,103257,98821,46162,74088,78815,78257,1,1,1990000
5462,10041,1047,คีนน์ บาย แสนสิริ,Keyne By Sansiri,3,10,13.66068,100.6061,0.7875,74,1689999,U,2015,27,,,87333,81541,80942,80822,1,1,1990000
3762,8870,1045,เวีย 49,Via 49,3,10,13.78764,100.6139,2.1825,51,1800000,A,2013,29,61564,62398,64395,67586,75862,84204,1,1,2000000
4538,12971,1038,ไอวี่ ทองหล่อ,IVY Thonglor,3,10,13.79581,100.5924,7,,1700000,U,2014,28,61780,62412,64479,65568,67681,66515,1,1,2000000
4557,2486,1009,รีเจ้นท์ โฮม 9 สุขุมวิท 64,Regent Home 9 Sukhumvit 64,3,10,13.70563,100.6038,1.5725,146,1300000,U,2014,26,70589,72095,76457,75514,72959,81130,1,1,2000000
4741,17460,1021,เซนส์ สุขุมวิท,Sense Sukhumvit,3,10,13.66559,100.4332,4.2475,458,1690000,A,2014,32,74303,65572,56840,61298,68394,71314,1,1,2000000
4828,4861,1035,ซีณิธ เพลส สุขุมวิท 71/1,Zenith Place @ Sukhumvit 71/1,3,10,13.71201,100.4634,4.235,364,1690000,U,2014,26,66333,701783,77548,84947,82205,85866,1,1,2000000
4998,4861,1029,รีเจ้นท์ โฮม 13 สุขุมวิท 93,Regent Home 13 Sukhumvit 93,3,10,13.83092,100.5252,5.74,1232,2100000,A,2014,22.5,84780,86902,85898,89111,94058,93393,1,1,2000000
5417,138658,1022,เลอริช @ รัชดา,Le Rich @ Ratchada,3,10,13.71235,100.4266,6.54,1273,2300000,A,2015,24,,,82759,54470,84230,57350,1,1,2000000
3815,11066,1029,คอนโดเลต ลาดพร้าว,Condolette Ladprao,3,10,13.80087,100.5213,6.3975,392,1690000,U,2013,27,85829,85126,87283,94508,96914,97223,1,1,2050000
2874,16759,1017,ลุมพินี วิลล์ พัฒนาการ-เพชรบุรีตัดใหม่,LUMPINI VILLE PATTANAKARN – NEW PHETCHABURI,3,10,13.78941,100.5853,1.02,128,2300000,A,2011,32,81585,76022,70459,67468,65546,63624,1,1,2090000
2175,8861,1030,เดอะ ไรซ์ สุขุมวิท 39,The Rise Sukhumvit 39,3,10,13.83664,100.5807,6.4675,505,1750000,U,2011,33,74079,75556,75939,76061,78758,80418,1,1,2100000
2606,9521,1047,เดอะ คิวบ์ พลัส แจ้งวัฒนะ,The Cube Plus Chaengwattana,3,10,13.67775,100.6068,1.79,,3000000,U,2011,32,71541,73611,71354,69497,81428,79934,1,1,2100000
3849,14109,1009,บ้านพระปิ่น 5 (แปลงลุงเริ่ม) เอกชัย 109,Ban Prapin 5,3,10,13.67977,100.6241,1.535,167,1990000,A,2013,35,8182,47257,73191,74225,67038,59937,1,1,2100000
3875,12971,1017,ลุมพินี คอนโดทาวน์ บางแค,Lumpini Condo Town Bangkae,3,10,13.75345,100.5762,9,1540,2163000,U,2013,23,80530,84662,89327,89881,91608,90523,1,1,2100000
4032,6032,1009,ไมล์ สโตน คอนโดมิเนียม,Mile Stone Condominium,3,10,13.69078,100.611,3.195,580,1449000,A,2013,28,63146,71825,76786,79092,83896,87393,1,1,2100000
4366,779,1030,พรีเว่ บาย แสนสิริ,Prive by Sansiri,3,10,13.8304,100.5405,6,840,2800000,A,2013,31,96788,98575,95770,91940,91907,95989,1,1,2100000
4884,11644,1012,พฤกษาธานี คอนโดเทล 3,Pluksathanee Condotel 3,3,10,13.71082,100.5487,3.555,308,2390000,A,2014,40,63650,57395,66620,69648,71302,74019,1,1,2100000
3817,21071,1009,เลอรัฟฟิเน่ สุขุมวิท 39,Le Raffine Sukhumvit 39,3,10,13.69065,100.6142,1.2675,157,1500000,A,2013,29,37043,51557,69108,77469,67940,60488,1,1,2150000
5493,4861,1006,ไอเดียล 24,Ideal 24,3,10,13.76553,100.6409,2.385,270,1850000,U,2015,29,,,,79976,77977,77485,1,1,2150000
4662,818,1029,เรโนวา เรสซิเด้นซ์ ชิดลม,Renova Residence Chidlom,3,10,13.82235,100.5371,7.5825,1356,2600000,A,2014,25,,,75191,79642,57261,110244,1,1,2185212
3053,11066,1029,โอเรียลทัล เรสซิเด้นท์,Oriental Residence,3,10,13.8058,100.5255,11.965,1724,1790000,A,2011,21.77,82670,76940,84584,86061,85341,89143,1,1,2189000
2204,15650,1037,บลอคส์ 77,Blocs 77,3,10,13.75471,100.561,2.5475,,2900000,A,2011,31,87306,82631,79924,87018,90556,86320,1,1,2200000
2366,9905,1030,กรีเน่ คอนโด สุทธิสาร,Grene Condo Suthisarn,3,10,13.79105,100.5752,0.7175,79,4600000,U,2011,25.27,80426,84475,84090,92188,86601,104098,1,1,2200000
2389,12031,1029,พาโน วิลล์ คอนโดมิเนียม,Pano Ville Condominium,3,10,13.81911,100.5363,3.6525,645,1290000,U,2011,35,67441,74859,72667,70490,63837,68202,1,1,2200000
3311,16769,1017,เบลเกรเวีย เรสซิเดนท์ส,Belgravia Residences,3,10,13.79038,100.5792,0,81,1400000,A,2012,48.25,51160,46172,46770,60651,56971,56366,1,1,2200000
3434,818,1014,บีทีเอส เรสซิเด้นซ์,BTS Residence,3,10,13.7891,100.5578,3.1325,300,2790000,A,2012,24,82935,85324,89938,85714,105043,103509,1,1,2200000
3472,9905,1022,รอยซ์ ไพรเวท เรสซิเดนซ์,Royce Private Residence,3,10,13.71384,100.441,2.8475,418,2390000,A,2012,21,74688,75478,63759,57066,73064,79276,1,1,2200000
3497,9905,1030,โอทู ฮิป คอนโด,O2 HIP CONDOMINIUM,3,10,13.79236,100.5759,0.555,73,4290000,U,2012,25.27,80406,84475,84090,92188,86601,104098,1,1,2200000
3545,20284,1017,มิลเลนเนียม เรสซิเดนซ์ แอท สุขุมวิท,Millennium Residence @ Sukhumvit,3,10,13.78419,100.5829,1.5475,188,1750000,A,2012,28,73830,77857,72347,77527,79316,66286,1,1,2200000
3569,20367,1026,จามจุรี สแควร์ เรสซิเดนซ์,Chamchuri Square Residence,3,10,13.77525,100.5701,4.725,635,2600000,A,2012,28,83852,85022,96921,102046,81342,96111,1,1,2200000
3789,138654,1006,บันยัน ทรี เรสซิเดนซ์ กรุงเทพ,Banyan Tree Residences Bangkok,3,10,13.76325,100.6441,2.245,252,1490000,U,2013,26,,,,57931.03,57357.14,62595.24,1,1,2200000
3828,572,1034,หรรษา ราชดำริ,Hansar Rajdamri,3,10,13.73213,100.6417,7,1613,1490000,A,2013,23.28,93583,92557,92767,90349,89068,79460,1,1,2200000
3913,16767,1017,แอร์ลิงค์ เรสซิเดนซ์,Air link Residence,3,10,13.77652,100.5828,0.56,75,1190000,A,2013,34,53455,53242,55860,56156,56416,60160,1,1,2200000
3941,572,1025,วินน์ สุขุมวิท 46,Vinn Sukhumvit 46,3,10,13.78079,100.4754,12,2700,1474000,U,2013,28,78771,78480,80034,79387,83256,74346,1,1,2200000
4088,12222,1015,เซนส์ พหลโยธิน,Sense Phaholyothin,3,10,13.72715,100.4876,3.08,386,3990000,A,2013,28,68868,73055,72629,72272,84651,89706,1,1,2200000
4748,9905,1026,ยูทรี คอนโด แอท แยกเกษตร,You 3 Condo @ Yak Kaset,3,10,13.79099,100.5632,0.5875,79,2700000,A,2014,28,,,,,,,1,1,2200000
5655,137856,1005,สราญวิลล์ @ แฮปปี้แลนด์,Saranville @ Happy Land,3,10,13.88986,100.6068,2.68,465,2500000,A,2015,26,,,,42032,77396,80725,1,1,2200000
5656,15816,1042,ไอ-เซน เอกมัย-รามอินทรา,I-Zen ekamai-Ramindra,3,10,13.89012,100.606,1.0325,153,2300000,A,2015,25,,,,,,,,,2200000
5669,16801,1005,สราญสุข สุพรีม,Saransook Supreme,3,10,13.79831,100.5556,1.6,222,2890000,A,2015,25,,,,,,,,,2200000
2571,4830,1030,ชาเทรียม คอนโดมิเนียม,Chatrium Condominium,3,10,13.79758,100.5559,11.1,,1490000,U,2011,32,82549,81717,86899,86024,84791,84923,1,1,2250000
3478,9905,1030,บางกอก คานส์ คอนโดมิเนียม โครงการ 3,Bangkok Cannes Condominium 3,3,10,13.8317,100.5755,1.425,192,1850000,U,2012,27,63667,82967,85777,96888,83312,86148,1,1,2250000
4045,12971,1033,ศาลาแดง เรสซิเด้นซ์,Saladaeng Residences,3,10,13.71232,100.5825,4.26,887,1796000,U,2013,28,88823,87881,89785,89885,91891,86259,1,1,2250000
5500,4861,1015,ทิว ริเวอร์ เพลส,Thew River Place,3,10,13.71397,100.4717,1.2675,166,1960000,U,2015,28,,,,79976,77977,77485,1,1,2250000
5657,139514,1029,เอ็มบี แกรนด์ พหลโยธิน,MB GRAND Phaholyothin,3,10,13.8063,100.5225,1.485,172,4190000,A,2015,,,,,,,,1,1,2250000
2176,8861,1041,ชาโตว์ อินทาวน์ พหลโยธิน 14,Chateau in Town PHAHOLYOTHIN 14,3,10,13.86574,100.5471,4.3875,306,1750000,U,2010,30,72520,69168,72832,69445,64297,62886,1,1,2280000
5160,9905,1009,15 สุขุมวิท เรสซิเดนซ์,15 Sukhumvit Residences,3,10,13.68631,100.6088,0.5875,79,3200000,A,2014,28,,,,,,98494,1,1,2290000
5281,818,1030,โนเบิล เพลินจิต,Noble Ploenchit,3,10,13.84108,100.5873,6.6325,563,2290000,A,2015,28,,,,97401,96379,90928,1,1,2290000
3942,12031,1006,แบงค์คอก ฮอไรซอน พี48,Bangkok Horizon P48,3,10,13.75184,100.6377,6.0125,867,2200000,A,2013,30,59849,58771,78498,93464,62865,68041,1,1,2300000
4006,10085,1030,Chamchuri Square Residence,,3,10,13.80542,100.57,0.48,62,2490000,A,2013,25,96489,98575,95770,91940,91907,95989,1,1,2300000
4096,11515,1017,Rhythm Sukhumvit 44/1,Rhythm Sukhumvit 44/1,3,10,13.79903,100.5741,2.1475,98,1770000,U,2013,29.5,,,,76667,86837,89032,1,1,2300000
4370,4159,1029,เดอะ ปาร์ค ชิดลม,The Park Chidlom,3,10,13.81824,100.5361,11.8875,1705,1890000,A,2013,30,60818,64008,40863,52147,31615,69920,1,1,2300000
4639,11066,1017,บลิซ คอนโดมิเนียม พระราม 9-หัวหมาก,Bliz Condominium,3,10,13.78902,100.589,1,199,2190000,A,2014,28,73478,75000,87848,88135,88120,89979,1,1,2300000
4845,12928,1034,วอร่า สุขุมวิท 49,Wora Sukhumvit 49,3,10,13.73728,100.626,0.8625,,,U,2014,29.22,41016,36297,47263,79854,80729,77332,1,1,2300000
2875,16760,1026,ไอวี่ แอมพิโอ,Ivy Ampio,3,10,13.80015,100.5737,1.1325,124,1600000,U,2011,28.5,89724,90778,84992,84390,83981,83357,1,1,2350000
3378,19766,1030,เดอะ นิช ไอดี ลาดพร้าว 130,The Niche id Ladprao 130,3,10,13.80554,100.5732,0.435,62,1790000,A,2012,24,91493,88534,106897,99696,104140,104989,1,1,2350000
3838,19226,1015,เรนด์ สุขุมวิท 23,RENDE SUKHUMVIT 23,3,10,13.71738,100.4823,5.7975,1344,2690000,U,2013,30,115640,115700,108893,111444,113954,126371,1,1,2369000
3900,7043,1041,เอ็ม ลาดพร้าว,M Ladprao,3,10,13.88928,100.5753,1.0675,130,1570000,A,2013,27,61501,63256,65012,66767,68303,69731,1,1,2369000
4034,1887,1015,เดอะ ทรี ลาดพร้าว,The Tree Ladprao,3,10,13.71371,100.4768,2.25,274,1800000,U,2013,25,97556,85649,75182,76866,80589,87245,1,1,2370000
4150,1392,1009,บ้านสาทรเจ้าพระยา,Bann Sathorn-Chaophraya,3,10,13.68994,100.6043,1.1325,168,1890000,A,2013,29,,,63810,65405,74226,85389,1,1,2380000
4025,322,1029,นิช โมโน พีค บางนา,Niche Mono Peak Bangna,3,10,13.82862,100.5275,4.5075,743,1950000,A,2013,30,69939,64980,89444,87557,88068,93695,1,1,2390000
5487,136773,1025,โนเบิล ยูไนท์ สุรศักดิ์,(Noble Unite),3,10,13.78261,100.4917,3.17,560,1550000,U,2015,28,,,,8723,63466,80909,1,1,2390000
2327,2225,1030,วินด์ รัชโยธิน,Wind Ratchayothin,3,10,13.80424,100.5762,1.21,154,2200000,A,2011,37,69584,70683,67613,71638,69484,74742,1,1,2400000
2573,4159,1022,มายรีสอร์ท แอท ริเวอร์,My Resort @ River,3,10,13.71926,100.4559,6.58,,1000000,U,2011,33,69044,72225,72653,73379,81917,73503,1,1,2400000
3455,19954,1043,ไอ คอนโด สุขุมวิท 103,i Condo Sukhumvit 103,3,10,13.82766,100.6751,3.19,215,1600000,A,2012,32,74509,72032,69556,67080,88414,71244,1,1,2400000
3666,20605,1047,เดอะ ทรี อินเตอร์เชนจ์,The Tree Interchange,3,10,13.67472,100.5988,4.215,373,2500000,A,2013,60,46611,38339,43197,42937,47917,41815,1,1,2400000
3707,15444,1009,ไลฟ์ รัชดาภิเษก,Life Ratchadapisek,3,10,13.68452,100.6247,2.1725,318,2490000,A,2013,25,72214,78240,88467,73934,81857,75011,1,1,2400000
4204,11066,1028,ไซมิส เธอร์ตี้ไนน์,Siamese Thirty Nine,3,10,13.71885,100.5495,3.185,345,2160000,U,2013,22.25,107858,107714,113993,116724,117232,127899,1,1,2400000
4207,16554,1047,เดอะ เครสท์ สุขุมวิท 24,The Crest Sukhumvit 24,3,10,13.6589,100.6097,0.7725,79,1290000,A,2013,32.5,,,84435,83677,83468,59128,1,1,2400000
4835,8466,1017,เดอะ เครสท์ สุขุมวิท 49,The Crest Sukhumvit 49,3,10,13.75568,100.5688,2.65,400,3050000,A,2014,30,70504,74200,80663,80648,81842,80877,1,1,2400000
4879,4159,1030,ควอทโทร บายแสนสิริ,Quattro by Sansiri,3,10,13.83719,100.5815,10.285,882,1890000,A,2014,33.5,,,65723,71010,80116,76996,1,1,2400000
5020,6332,1029,เอสวัน พระราม 9,S1 Pama 9,3,10,13.80681,100.5265,3.96,773,2700000,A,2014,27,,,,96396,95248,89951,1,1,2400000
5153,5618,1029,The Address สุขุมวิท 28,,3,10,13.82948,100.5336,6,669,2800000,U,2014,41,83151,85635,79405,72198,75893,83161,1,1,2400000
2610,6032,1009,ศุภาลัย ซิตี้ รีสอร์ท รัชดาฯ-ห้วยขวาง,City Resort Ratchada-Huay Khwang,3,10,13.7018,100.6119,1.125,172,975000,A,2011,28.5,42091,44045,44626,47337,45928,47039,1,1,2420000
4027,12136,1016,ดิ อิสสระ ลาดพร้าว,The Issara Ladprao,3,10,13.7285,100.4779,4.7625,814,2290000,A,2013,26,,,81174,88238,89297,100391,1,1,2420000
3327,19507,1017,ไอดีโอ โมบิ สาทร,IDEO MOBI SATHORN,3,10,13.75519,100.5752,8.995,984,3400000,A,2012,30,80022,74194,88173,85319,90174,90709,1,1,2450000
4035,1887,1026,ไอดีโอ โมบิ พญาไท,DEO MOBI PHAYATHAI,3,10,13.76081,100.5559,114.71,920,2000000,U,2013,30,88056,89244,90754,93434,91481,91108,1,1,2450000
1675,4159,1012,ไอดีโอ โมบิ สุขุมวิท,Ideo Mobi Sukhumvit,3,10,13.69876,100.5414,4.5,,5800000,U,2011,29.6,70086,83191,72977,73085,76316,80137,1,1,2490000
2148,16133,1033,ลีโว ลาดพร้าว 18 (1),Levo Lat Phrao 18 (1),3,10,13.71194,100.5839,6.545,1432,1800000,U,2011,20,88874,93274,95476,96491,95166,98454,1,1,2490000
1074,10579,1012,โนเบิล รีวีล เอกมัย,NOBLE REVEAL,3,10,13.69125,100.5343,2.26,422,3690000,A,2011,32.2,77344,77083,59167,59578,61977,62341,1,1,2500000
2021,11935,1009,คอนโดเลต ดเวล สุขุมวิท 26,Condolette Dwell Sukhumvit 26,3,10,13.68693,100.6063,1.505,166,2890000,A,2010,30,,,,,,,1,1,2500000
2607,2343,1039,ดาวน์ทาวน์ 49,Downtown Forty Nine,3,10,13.71246,100.5955,1.0225,,3300000,U,2011,33.2,75285,80448,77303,77559,79548,82020,1,1,2500000
3354,10461,1015,ซาริ บาย แสนสิริ,SARI SUKHUMVIT 64,3,10,13.71356,100.4762,3.2325,627,2500000,U,2012,26,91615,99404,99114,106867,103441,99855,1,1,2500000
3512,14366,1018,Inspaire ABAC Rama 9,Inspaire ABAC Rama 9,3,10,13.72279,100.5024,0.9125,126,1900000,A,2012,31.5,73753,72277,73082,73888,74692,75493,1,1,2500000
3764,20864,1009,พลัมคอนโด ลาดพร้าว 101,Plum Condo Ladprao 101,3,10,13.68683,100.6062,3.1275,365,1780000,A,2013,22.85,89568,90256,92797,94153,95471,95579,1,1,2500000
3835,140565,1045,เดอะ แคปปิตอล เอกมัย-ทองหล่อ,The Capital Ekamai-Thonglor,3,10,13.76776,100.5988,8.455,823,2500000,W,2013,32,,,,,,,1,1,2500000
4792,7959,1026,ดี 25 ทองหล่อ,D 25 thonglor,3,10,13.75656,100.5597,2.4575,543,4590000,A,2014,32,73344,90553,121488,128571,136160,126864,1,1,2500000
4832,11450,1039,เดอะ คอมพลีท ราชปรารภ,The Complete Rajprarop,3,10,13.73484,100.5994,1.075,137,2450000,A,2014,28.85,,,46866,97337,93446,77949,1,1,2500000
5483,134932,1030,เมโทร อเวนิว สุขุมวิท 66,Metro Avenue Sukhumvit 66,3,10,13.83734,100.581,2.1025,216,2290000,A,2015,31,,,,,,85068,1,1,2500000
5964,4159,1012,ไอ เฮ้าส์ คอนโดมิเนียม อาร์ซีเอ,i-HOUSE Condominium RCA,3,10,13.67823,100.5469,11.285,706,4500000,A,2015,53.5,,,89956,96854,101187,78939,1,1,2500000
2961,9905,1022,รีเจ้นท์ โฮม 10 แจ้งวัฒนะ,Regent Home 10 Changwattana,3,10,13.71606,100.4456,1.9775,275,1690000,A,2011,31,90813,90755,77332,84043,83958,81462,1,1,2550000
5877,9905,1040,รีเจ้นท์โฮม 20 ประชาชื่น 16,Regent Home 20 Prachachuen16,3,10,13.71101,100.4198,0.5625,79,1790000,A,2015,40,,,,2591.97,45000,65000,1,1,2563600
3736,11066,1028,เดอะ นารา ลาซาล 20,NARA BOTANIC Srinakharin,3,10,13.70561,100.5304,7.4175,1225,2200000,A,2013,26,79754,96253,96586,97330,95444,102252,1,1,2570000
2312,16028,1017,เอควา สุขุมวิท 49,AEQUA Sukhumvit 49,3,10,13.80154,100.5814,1.065,101,2145000,U,2011,31,88944,89604,88542,84535,74571,78000,1,1,2590000
5030,4159,1047,เอ สเปซ อโศก-รัชดา,A SPACE ASOKE-RATCHADA,3,10,13.66171,100.6058,3.0625,334,1900000,U,2014,34,,,,58651,71948,76955,1,1,2590000
5054,15816,1006,แอสปาย สุขุมวิท 48,Aspire Sukhumvit 48,3,10,13.74986,100.6123,1.2025,139,1700000,U,2014,32,,,84274,86656,93721,89592,1,1,2590000
1060,4159,1031,เซ็นทริค ซีน สุขุมวิท 64,Centric Scene Sukhumvit 64,3,10,13.695,100.4943,14.11,593,4200000,U,2011,40,65407,69578,62472,62374,76254,74343,1,1,2600000
1082,4159,1018,ลุมพินี เพลส รัชโยธิน,LUMPINI PLACE RATCHAYOTHIN,3,10,13.71184,100.5017,7,,,U,2011,34,82293,80882,78668,81289,86499,92706,1,1,2600000
2611,10579,1017,ออริจินส์ บางมด-พระราม2,Origins Bangmod-Rama II,3,10,13.78978,100.5719,0.535,77,1490000,A,2011,31.16,90341,79068,80195,75116,78943,82108,1,1,2600000
2909,16794,1038,มายคอนโด สุขุมวิท 103,My Condo Sukhumvit 103,3,10,13.81383,100.6105,1.985,178,4990000,U,2011,49.81,52903,61352,56884,60120,59671,51382,1,1,2600000
3679,19766,1030,ชาโตว์ อินทาวน์ พหลโยธิน 32,Chateau In Town Phaholyothin 32,3,10,13.80911,100.5654,0.91,127,2200000,U,2013,27,86283,93253,89874,95145,100675,102197,1,1,2600000
4067,11066,1030,เดอะ คริส เอ็กซ์ตร้า 5,The Kris Extra 5 Ratchada 17,3,10,13.83845,100.5747,7.9,856,2690000,U,2013,23,,,110344,109360,116382,120438,,,2600000
4416,7307,1009,วิสซ์ดอม ดิ เอ็กซ์คลูซีฟ,Whizdom The Exclusive,3,10,13.69179,100.6084,0.9375,141,2360000,A,2013,26,,,112693,106630,82441,112890,1,1,2600000
4700,11515,1017,ไอดิโอ โมบิ พระราม 9,Ideo MoBi Rama 9,3,10,13.75495,100.5686,18.03,630,1690000,A,2014,33,66695,62675,72783,72794,72893,74516,1,1,2600000
2588,4926,1045,เดอะ เทมโป้ รัชดา,The Tempo Ratchada,3,10,13.77112,100.608,3.4325,,1299000,A,2011,44,64708,64620,66806,63773,61233,60486,1,1,2650000
3219,12971,1030,ศุภาลัย เวลลิงตัน,Supalai Wellington,3,10,13.83035,100.5704,13,1827,1752000,U,2012,28,96300,96147,92893,93068,96022,96826,1,1,2650000
5987,15444,1030,Saladaeng Residences,Saladaeng Residences,3,10,13.84447,100.5815,1.905,229,2890000,A,2015,25,,,,8996,58248,26333,1,1,2650000
2323,6731,1033,ไอ คอนโด เพชรเกษม 39,iCondo,3,10,13.70696,100.593,11.5875,738,3100000,A,2011,42,70226,66760,64777,65275,69297,73320,1,1,2670000
5282,818,1009,แอสปาย พระราม 9,Aspire Rama 9,3,10,13.7118,100.5805,4.1925,478,2820000,A,2015,25,,,120578,118401,122703,222988,1,1,2680000
4070,137856,1030,ธนา อาร์เคเดีย,Thana Arcadia,3,10,13.8061,100.57,1.0825,166,9900000,A,2013,30,,57051,,116666,101206,109973,1,1,2690000
4659,3588,1017,เดอะ ไพรเวท แอท สุทธิสาร,The private @ Suthisan,3,10,13.79943,100.5737,0.555,74,3290000,A,2014,31,86573,87378,107819,106113,104734,117974,1,1,2690000
